instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
204.0,2011-01-09,1.0,,1.0,18.0,,,0.0,1.0,0.16,0.1364,,0.3284,4.0,44.0,48.0
205.0,2011-01-09,1.0,0.0,1.0,19.0,0.0,0.0,,1.0,0.16,0.1364,0.43,0.3284,1.0,,41.0
206.0,2011-01-09,1.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,,0.1212,0.46,0.2537,0.0,38.0,38.0
207.0,2011-01-09,1.0,0.0,,21.0,0.0,0.0,0.0,1.0,0.14,0.1061,,0.4179,,19.0,
208.0,2011-01-09,1.0,0.0,1.0,22.0,0.0,0.0,0.0,,0.14,0.1212,0.46,0.2985,5.0,10.0,
209.0,,1.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,0.12,0.1364,0.5,,0.0,6.0,6.0
210.0,2011-01-10,1.0,,,,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2836,2.0,3.0,5.0
211.0,2011-01-10,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.12,,0.5,0.2836,1.0,0.0,1.0
212.0,2011-01-10,1.0,0.0,1.0,,0.0,,1.0,1.0,0.12,0.1212,0.5,0.2239,0.0,3.0,
213.0,2011-01-10,,0.0,,3.0,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2239,0.0,1.0,1.0
214.0,2011-01-10,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.1,0.1212,0.54,0.1343,1.0,2.0,
215.0,2011-01-10,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.1,0.1061,0.54,0.2537,,3.0,
216.0,2011-01-10,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2836,0.0,31.0,31.0
,,1.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2239,2.0,75.0,77.0
218.0,2011-01-10,1.0,0.0,1.0,8.0,0.0,1.0,1.0,,0.12,0.1212,0.5,,4.0,184.0,188.0
,2011-01-10,,,1.0,9.0,0.0,1.0,1.0,2.0,0.14,0.1212,0.5,0.2537,2.0,92.0,94.0
220.0,2011-01-10,1.0,0.0,1.0,10.0,,1.0,1.0,2.0,0.14,0.1212,0.5,0.2985,0.0,31.0,31.0
221.0,2011-01-10,1.0,,1.0,11.0,0.0,1.0,1.0,2.0,0.16,0.1364,0.47,0.2836,2.0,28.0,
222.0,2011-01-10,,0.0,1.0,12.0,0.0,1.0,,2.0,0.2,,0.4,,,47.0,52.0
,2011-01-10,1.0,0.0,1.0,,0.0,1.0,1.0,2.0,0.2,,0.4,0.2836,4.0,50.0,54.0
224.0,2011-01-10,1.0,0.0,,14.0,0.0,1.0,1.0,2.0,0.2,0.19699999999999998,0.4,0.2239,0.0,47.0,47.0
225.0,2011-01-10,1.0,0.0,1.0,15.0,0.0,1.0,1.0,2.0,0.2,0.19699999999999998,0.4,0.2239,2.0,43.0,45.0
226.0,2011-01-10,1.0,0.0,1.0,16.0,0.0,1.0,1.0,1.0,0.2,0.2121,0.4,0.1343,4.0,70.0,
227.0,2011-01-10,1.0,0.0,1.0,17.0,0.0,1.0,1.0,1.0,0.2,0.2273,0.4,0.1045,4.0,,178.0
228.0,,1.0,0.0,1.0,18.0,0.0,1.0,,1.0,0.2,,0.4,0.2239,1.0,154.0,
229.0,2011-01-10,1.0,,1.0,19.0,0.0,1.0,1.0,1.0,0.16,,0.47,0.1642,,92.0,95.0
,2011-01-10,1.0,0.0,,20.0,0.0,1.0,1.0,1.0,0.16,0.1667,0.5,0.1642,1.0,73.0,74.0
231.0,2011-01-10,1.0,0.0,,,0.0,1.0,1.0,1.0,0.14,0.1364,0.59,0.19399999999999998,,,38.0
232.0,2011-01-10,1.0,0.0,1.0,22.0,0.0,,1.0,1.0,0.14,0.1515,0.59,,2.0,22.0,24.0
233.0,2011-01-10,,,1.0,23.0,0.0,1.0,1.0,1.0,0.14,0.1515,0.59,0.1642,0.0,,
234.0,2011-01-11,1.0,0.0,1.0,,0.0,2.0,1.0,1.0,0.14,0.1667,0.59,0.1045,2.0,10.0,12.0
235.0,2011-01-11,1.0,0.0,1.0,1.0,,2.0,1.0,1.0,,0.1515,0.59,0.1642,0.0,,3.0
236.0,2011-01-11,,0.0,1.0,2.0,0.0,,,2.0,0.16,0.1515,0.55,0.19399999999999998,0.0,3.0,3.0
237.0,2011-01-11,1.0,,1.0,5.0,0.0,2.0,1.0,2.0,0.16,0.1818,0.55,,0.0,6.0,6.0
238.0,2011-01-11,1.0,0.0,1.0,6.0,0.0,2.0,1.0,2.0,0.16,0.1818,,0.1343,0.0,27.0,27.0
239.0,2011-01-11,,0.0,1.0,7.0,0.0,2.0,1.0,2.0,0.16,0.2273,,0.0,2.0,,99.0
240.0,2011-01-11,,0.0,1.0,8.0,0.0,2.0,1.0,2.0,0.18,0.2121,0.51,0.0896,3.0,214.0,217.0
241.0,2011-01-11,1.0,,1.0,9.0,0.0,2.0,1.0,2.0,0.18,0.19699999999999998,0.51,0.1642,3.0,,130.0
242.0,2011-01-11,1.0,0.0,1.0,10.0,0.0,2.0,1.0,2.0,0.2,,0.51,0.1642,,51.0,54.0
243.0,2011-01-11,1.0,,1.0,,0.0,2.0,1.0,2.0,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0
244.0,2011-01-11,1.0,0.0,1.0,12.0,0.0,2.0,1.0,2.0,0.2,,0.51,0.1045,2.0,55.0,57.0
245.0,2011-01-11,1.0,0.0,1.0,13.0,0.0,2.0,1.0,,0.2,0.2273,0.59,0.0896,6.0,46.0,
246.0,2011-01-11,1.0,,1.0,14.0,0.0,,1.0,2.0,0.2,,0.59,,3.0,60.0,
247.0,2011-01-11,1.0,0.0,1.0,15.0,0.0,2.0,1.0,2.0,0.16,0.19699999999999998,0.8,0.0896,2.0,45.0,47.0
248.0,2011-01-11,1.0,0.0,1.0,16.0,0.0,2.0,1.0,2.0,0.16,0.1515,0.86,0.2239,4.0,72.0,76.0
249.0,2011-01-11,1.0,0.0,1.0,17.0,0.0,2.0,1.0,,0.16,0.1515,0.86,,6.0,130.0,136.0
250.0,2011-01-11,1.0,0.0,1.0,18.0,0.0,2.0,1.0,3.0,0.16,0.1818,0.93,0.1045,1.0,94.0,95.0
251.0,2011-01-11,1.0,0.0,,19.0,0.0,2.0,1.0,,0.16,0.2273,0.93,0.0,0.0,51.0,
252.0,2011-01-11,1.0,0.0,1.0,20.0,0.0,2.0,1.0,3.0,0.16,0.1515,0.93,0.19399999999999998,0.0,32.0,32.0
253.0,2011-01-11,1.0,0.0,1.0,21.0,0.0,2.0,1.0,3.0,,,0.86,0.0896,0.0,20.0,20.0
254.0,2011-01-11,1.0,0.0,1.0,22.0,,2.0,1.0,3.0,0.16,,0.93,0.1045,1.0,28.0,29.0
255.0,2011-01-11,1.0,0.0,1.0,23.0,0.0,2.0,1.0,3.0,0.16,0.19699999999999998,0.93,,1.0,18.0,19.0
256.0,2011-01-12,1.0,0.0,1.0,,0.0,3.0,1.0,2.0,,0.19699999999999998,,0.0896,0.0,7.0,7.0
,2011-01-12,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.16,,0.86,0.1045,0.0,6.0,
258.0,2011-01-12,,0.0,,,0.0,3.0,1.0,1.0,0.14,0.1515,0.86,0.1343,0.0,1.0,1.0
259.0,2011-01-12,1.0,0.0,1.0,5.0,0.0,,,1.0,0.14,,0.86,0.1642,0.0,5.0,5.0
260.0,2011-01-12,1.0,0.0,1.0,6.0,0.0,3.0,1.0,1.0,0.12,0.1515,0.93,0.1343,0.0,16.0,16.0
261.0,2011-01-12,,0.0,1.0,7.0,0.0,3.0,1.0,1.0,0.14,,0.69,0.1343,0.0,54.0,54.0
262.0,,1.0,0.0,1.0,8.0,0.0,,1.0,1.0,0.16,0.1667,0.59,0.1642,3.0,,128.0
263.0,2011-01-12,1.0,0.0,1.0,9.0,0.0,3.0,1.0,1.0,0.16,0.1364,,0.3284,3.0,78.0,81.0
264.0,2011-01-12,1.0,,1.0,10.0,0.0,3.0,1.0,1.0,,0.1818,0.55,0.2239,,39.0,39.0
265.0,2011-01-12,1.0,,1.0,11.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.51,0.3881,3.0,32.0,35.0
266.0,2011-01-12,1.0,0.0,1.0,12.0,0.0,3.0,1.0,1.0,,0.1515,0.47,,3.0,52.0,55.0
,2011-01-12,1.0,0.0,1.0,13.0,0.0,,1.0,1.0,0.22,0.19699999999999998,0.44,0.3582,0.0,,49.0
268.0,2011-01-12,1.0,,1.0,14.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.47,0.3284,0.0,44.0,44.0
269.0,2011-01-12,1.0,0.0,1.0,15.0,0.0,3.0,,1.0,0.2,0.1667,0.47,0.4179,1.0,48.0,49.0
270.0,,1.0,0.0,1.0,16.0,0.0,3.0,1.0,1.0,0.22,0.19699999999999998,0.44,0.3284,5.0,63.0,68.0
271.0,2011-01-12,1.0,0.0,1.0,17.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.47,0.3582,0.0,139.0,
272.0,2011-01-12,1.0,0.0,1.0,18.0,0.0,3.0,1.0,,0.2,0.1515,0.47,0.5224,2.0,135.0,137.0
273.0,2011-01-12,1.0,0.0,1.0,19.0,0.0,3.0,,1.0,0.18,0.1515,0.47,0.4179,1.0,82.0,83.0
274.0,2011-01-12,1.0,0.0,1.0,20.0,0.0,,1.0,1.0,0.16,0.1364,0.5,0.3284,2.0,54.0,56.0
275.0,2011-01-12,1.0,0.0,1.0,21.0,0.0,3.0,1.0,1.0,0.16,0.1364,0.55,0.3284,0.0,57.0,57.0
276.0,,1.0,0.0,1.0,22.0,0.0,3.0,1.0,1.0,0.16,0.1212,0.55,0.4478,1.0,32.0,33.0
277.0,2011-01-12,1.0,0.0,1.0,,0.0,3.0,1.0,1.0,0.14,0.1061,0.59,,1.0,19.0,20.0
278.0,2011-01-13,1.0,0.0,1.0,0.0,0.0,4.0,,1.0,0.14,0.1212,,,1.0,6.0,
,2011-01-13,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.2836,0.0,2.0,2.0
280.0,2011-01-13,1.0,0.0,1.0,2.0,,4.0,1.0,1.0,0.14,0.1212,0.5,0.3582,0.0,2.0,2.0
281.0,2011-01-13,1.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3284,0.0,3.0,3.0
282.0,2011-01-13,1.0,,1.0,4.0,,4.0,1.0,1.0,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0
283.0,2011-01-13,1.0,0.0,1.0,,0.0,4.0,1.0,1.0,,0.1212,0.5,0.2985,0.0,3.0,3.0
284.0,2011-01-13,,0.0,1.0,,0.0,4.0,1.0,1.0,0.12,0.1515,0.54,0.1343,0.0,28.0,28.0
285.0,2011-01-13,1.0,0.0,,7.0,0.0,4.0,1.0,1.0,0.12,0.1515,0.54,0.1343,0.0,,
286.0,2011-01-13,1.0,0.0,,8.0,0.0,4.0,1.0,1.0,0.14,0.1364,0.5,0.19399999999999998,,197.0,202.0
287.0,2011-01-13,1.0,0.0,,9.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3284,2.0,137.0,139.0
288.0,2011-01-13,1.0,0.0,1.0,10.0,0.0,4.0,,2.0,0.16,0.1364,0.5,0.3582,2.0,36.0,38.0
289.0,2011-01-13,1.0,0.0,1.0,11.0,0.0,4.0,1.0,2.0,0.2,0.1667,0.44,0.4478,4.0,33.0,37.0
290.0,2011-01-13,1.0,0.0,1.0,12.0,0.0,,1.0,1.0,0.2,0.1667,0.44,0.4179,3.0,49.0,52.0
291.0,2011-01-13,1.0,,1.0,13.0,0.0,4.0,,1.0,,0.19699999999999998,0.41,0.4478,2.0,81.0,83.0
292.0,2011-01-13,1.0,0.0,1.0,14.0,0.0,4.0,1.0,1.0,,0.19699999999999998,0.41,0.3881,3.0,39.0,42.0
293.0,2011-01-13,1.0,0.0,1.0,15.0,0.0,4.0,1.0,,0.24,0.2121,0.38,0.2985,5.0,55.0,60.0
294.0,2011-01-13,1.0,0.0,1.0,16.0,0.0,4.0,1.0,1.0,0.24,0.2121,0.38,0.3582,2.0,76.0,78.0
295.0,2011-01-13,1.0,0.0,1.0,17.0,0.0,4.0,1.0,1.0,0.2,0.1818,0.4,0.2836,4.0,158.0,162.0
296.0,2011-01-13,1.0,0.0,1.0,18.0,0.0,4.0,1.0,1.0,0.2,0.1818,0.4,0.3284,3.0,141.0,144.0
297.0,2011-01-13,1.0,0.0,1.0,19.0,0.0,4.0,1.0,1.0,0.16,0.1515,0.47,0.2537,1.0,98.0,99.0
298.0,2011-01-13,1.0,0.0,1.0,20.0,0.0,4.0,1.0,1.0,0.16,0.1515,0.47,0.2239,0.0,64.0,64.0
299.0,2011-01-13,1.0,0.0,1.0,,0.0,4.0,1.0,1.0,0.14,0.1212,0.46,0.2985,0.0,,40.0
300.0,2011-01-13,1.0,0.0,,22.0,0.0,4.0,1.0,1.0,,0.1212,0.46,0.3284,0.0,30.0,30.0
301.0,,1.0,0.0,1.0,23.0,,4.0,1.0,1.0,,0.1364,,0.19399999999999998,1.0,14.0,15.0
302.0,2011-01-14,1.0,0.0,1.0,0.0,0.0,,1.0,,0.12,0.1364,0.5,0.19399999999999998,0.0,14.0,14.0
303.0,2011-01-14,1.0,0.0,1.0,1.0,,5.0,,1.0,0.1,0.1212,0.54,0.1642,0.0,5.0,5.0
,2011-01-14,1.0,0.0,1.0,2.0,0.0,5.0,1.0,1.0,,0.1212,0.54,0.1343,0.0,1.0,1.0
305.0,2011-01-14,1.0,0.0,1.0,3.0,0.0,,1.0,1.0,0.1,0.1364,0.54,0.1045,0.0,1.0,1.0
306.0,2011-01-14,1.0,0.0,1.0,5.0,0.0,5.0,1.0,1.0,0.1,,0.54,0.0896,0.0,8.0,8.0
307.0,,1.0,0.0,1.0,6.0,,5.0,1.0,1.0,0.1,,0.54,0.0,0.0,17.0,17.0
308.0,2011-01-14,1.0,0.0,1.0,7.0,,,1.0,1.0,0.1,0.1212,0.74,0.1642,0.0,70.0,70.0
309.0,2011-01-14,1.0,0.0,1.0,8.0,,5.0,1.0,1.0,0.12,0.1667,0.68,0.0,2.0,,158.0
310.0,2011-01-14,1.0,0.0,1.0,9.0,0.0,5.0,1.0,1.0,0.14,0.1515,0.69,0.1343,0.0,117.0,117.0
311.0,2011-01-14,1.0,0.0,1.0,10.0,0.0,5.0,1.0,1.0,0.18,0.1818,0.55,0.19399999999999998,4.0,40.0,44.0
,2011-01-14,1.0,0.0,1.0,11.0,,5.0,1.0,,0.18,0.1667,0.51,0.2836,6.0,47.0,53.0
313.0,2011-01-14,1.0,0.0,1.0,12.0,0.0,5.0,1.0,1.0,0.2,0.19699999999999998,0.44,0.2537,2.0,59.0,61.0
314.0,2011-01-14,1.0,0.0,1.0,13.0,0.0,5.0,1.0,1.0,0.22,0.19699999999999998,0.37,0.3881,4.0,73.0,77.0
315.0,2011-01-14,1.0,0.0,1.0,,0.0,5.0,1.0,1.0,0.22,0.2121,0.41,,5.0,59.0,64.0
316.0,2011-01-14,1.0,0.0,1.0,15.0,0.0,5.0,1.0,1.0,0.24,0.2424,,0.1642,9.0,59.0,68.0
317.0,2011-01-14,1.0,0.0,1.0,16.0,0.0,5.0,1.0,1.0,0.22,0.2424,0.41,0.1045,3.0,87.0,90.0
318.0,2011-01-14,1.0,0.0,,17.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.41,0.1642,4.0,155.0,159.0
319.0,2011-01-14,1.0,0.0,1.0,18.0,0.0,5.0,1.0,1.0,0.2,0.2576,0.47,,5.0,134.0,139.0
,2011-01-14,,,1.0,19.0,0.0,5.0,1.0,1.0,,0.19699999999999998,0.59,,3.0,,92.0
321.0,2011-01-14,1.0,0.0,1.0,20.0,,5.0,1.0,1.0,,0.2424,0.59,0.0,0.0,68.0,68.0
322.0,,1.0,0.0,1.0,21.0,0.0,,1.0,1.0,0.16,0.2273,0.69,0.0,4.0,48.0,52.0
323.0,,1.0,0.0,1.0,22.0,,5.0,,2.0,0.16,0.2273,0.69,0.0,2.0,,36.0
324.0,2011-01-14,1.0,,1.0,23.0,0.0,5.0,1.0,,0.18,0.2424,0.55,0.0,1.0,26.0,27.0
325.0,2011-01-15,1.0,,1.0,0.0,0.0,6.0,0.0,1.0,0.18,,0.55,0.0,3.0,25.0,
326.0,2011-01-15,1.0,0.0,,1.0,0.0,6.0,0.0,2.0,0.16,0.19699999999999998,0.59,0.0896,2.0,18.0,20.0
327.0,2011-01-15,1.0,0.0,1.0,2.0,0.0,6.0,0.0,2.0,0.16,0.19699999999999998,0.59,0.0896,0.0,12.0,12.0
328.0,2011-01-15,1.0,0.0,,3.0,0.0,6.0,0.0,2.0,0.16,0.2273,0.59,0.0,,7.0,8.0
329.0,,1.0,,1.0,4.0,0.0,6.0,0.0,2.0,0.16,0.2273,0.59,0.0,0.0,5.0,5.0
330.0,2011-01-15,1.0,0.0,1.0,5.0,0.0,,0.0,1.0,0.16,0.2273,0.59,0.0,0.0,1.0,1.0
,2011-01-15,1.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0
332.0,2011-01-15,1.0,0.0,1.0,7.0,0.0,6.0,0.0,1.0,0.14,0.2121,0.63,0.0,1.0,9.0,10.0
333.0,2011-01-15,1.0,0.0,1.0,8.0,0.0,6.0,0.0,1.0,0.14,0.1515,0.63,,1.0,,23.0
334.0,2011-01-15,1.0,0.0,1.0,9.0,0.0,6.0,0.0,1.0,,0.1818,0.64,0.1343,2.0,31.0,33.0
335.0,2011-01-15,1.0,0.0,1.0,10.0,0.0,6.0,0.0,1.0,0.18,0.19699999999999998,0.59,0.1642,2.0,57.0,59.0
336.0,2011-01-15,1.0,0.0,1.0,11.0,0.0,6.0,0.0,1.0,0.2,0.19699999999999998,0.55,0.2239,18.0,54.0,72.0
,2011-01-15,1.0,0.0,1.0,12.0,0.0,6.0,0.0,1.0,0.24,0.2273,0.48,0.2239,15.0,,89.0
338.0,2011-01-15,1.0,0.0,,13.0,0.0,6.0,0.0,1.0,0.28,0.2576,0.38,0.2985,21.0,80.0,
339.0,,1.0,0.0,1.0,14.0,0.0,6.0,0.0,1.0,,0.2879,0.39,0.2836,26.0,92.0,118.0
,2011-01-15,1.0,0.0,1.0,15.0,0.0,6.0,0.0,,,0.3182,0.36,0.19399999999999998,21.0,108.0,129.0
341.0,2011-01-15,1.0,0.0,1.0,16.0,0.0,6.0,0.0,,0.34,0.3333,0.34,0.19399999999999998,33.0,,128.0
342.0,2011-01-15,1.0,0.0,1.0,17.0,,6.0,0.0,2.0,0.32,0.303,0.36,0.2836,29.0,54.0,
,2011-01-15,,,1.0,18.0,0.0,6.0,0.0,2.0,0.3,0.2879,0.45,0.2537,15.0,69.0,84.0
344.0,2011-01-15,1.0,0.0,1.0,19.0,0.0,6.0,0.0,2.0,0.32,0.303,0.39,,14.0,60.0,74.0
345.0,2011-01-15,1.0,0.0,1.0,20.0,,6.0,0.0,2.0,0.32,,,0.2537,6.0,35.0,41.0
,2011-01-15,1.0,0.0,1.0,21.0,0.0,6.0,,,0.32,0.303,0.39,0.2239,,51.0,57.0
347.0,2011-01-15,1.0,0.0,,22.0,0.0,6.0,0.0,2.0,0.3,0.3182,0.42,0.1045,0.0,26.0,26.0
348.0,2011-01-15,1.0,0.0,1.0,23.0,0.0,6.0,0.0,1.0,,0.2879,0.45,0.2836,5.0,39.0,44.0
349.0,2011-01-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26,,0.56,0.0,6.0,33.0,39.0
350.0,2011-01-16,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.26,0.2727,,0.1343,,19.0,23.0
351.0,2011-01-16,1.0,0.0,1.0,,0.0,0.0,,1.0,0.26,0.2879,0.56,0.0896,3.0,13.0,16.0
352.0,2011-01-16,1.0,0.0,,3.0,0.0,0.0,0.0,,0.22,0.2727,0.69,0.0,9.0,6.0,15.0
353.0,2011-01-16,,0.0,1.0,4.0,0.0,,0.0,1.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
354.0,2011-01-16,1.0,0.0,1.0,5.0,,0.0,0.0,2.0,0.26,0.2576,0.56,0.1642,1.0,1.0,2.0
355.0,2011-01-16,1.0,0.0,1.0,6.0,0.0,,0.0,2.0,0.26,0.2576,0.56,0.1642,,1.0,1.0
356.0,2011-01-16,1.0,0.0,1.0,,0.0,,0.0,2.0,,0.2121,0.56,0.2985,0.0,3.0,3.0
,2011-01-16,1.0,0.0,1.0,8.0,,,0.0,1.0,0.22,0.2121,,0.2836,,18.0,18.0
358.0,2011-01-16,1.0,0.0,,9.0,,0.0,0.0,1.0,0.22,0.2121,0.51,0.2537,3.0,29.0,32.0
359.0,2011-01-16,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.22,0.2121,,0.2836,,71.0,79.0
,2011-01-16,1.0,,1.0,11.0,0.0,0.0,0.0,1.0,0.24,0.2273,0.44,0.2537,23.0,70.0,93.0
361.0,2011-01-16,1.0,,1.0,12.0,0.0,0.0,0.0,1.0,0.24,0.2121,0.41,0.2836,29.0,75.0,
362.0,,1.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.26,0.2273,0.35,0.2985,23.0,95.0,118.0
363.0,2011-01-16,,0.0,1.0,,0.0,0.0,0.0,1.0,0.28,0.2727,0.36,0.2537,22.0,69.0,91.0
,2011-01-16,1.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.26,0.2424,0.38,0.2537,35.0,,113.0
365.0,2011-01-16,1.0,,,16.0,0.0,0.0,0.0,1.0,0.24,0.2273,0.38,,22.0,77.0,99.0
366.0,2011-01-16,1.0,0.0,1.0,17.0,0.0,,,1.0,,,0.37,0.2537,23.0,82.0,105.0
367.0,2011-01-16,1.0,0.0,1.0,18.0,0.0,,0.0,1.0,0.2,0.2121,0.4,0.1642,11.0,56.0,67.0
368.0,2011-01-16,,0.0,1.0,19.0,,0.0,0.0,1.0,0.18,0.19699999999999998,0.47,0.1343,14.0,47.0,61.0
369.0,2011-01-16,1.0,0.0,1.0,20.0,0.0,0.0,,1.0,0.18,0.19699999999999998,0.47,0.1642,7.0,50.0,57.0
370.0,2011-01-16,1.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,0.18,0.19699999999999998,0.51,0.1642,6.0,22.0,28.0
371.0,2011-01-16,1.0,,1.0,22.0,0.0,,0.0,2.0,0.2,0.2121,0.49,0.1343,2.0,19.0,21.0
372.0,2011-01-16,1.0,0.0,1.0,23.0,0.0,0.0,0.0,,0.2,0.2273,,0.1045,0.0,18.0,18.0
373.0,2011-01-17,1.0,0.0,,,1.0,1.0,0.0,2.0,0.2,0.19699999999999998,0.47,0.2239,1.0,16.0,17.0
374.0,,1.0,0.0,1.0,,1.0,1.0,0.0,2.0,0.2,,0.44,0.19399999999999998,1.0,15.0,
375.0,2011-01-17,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.18,0.1667,0.43,0.2537,0.0,8.0,8.0
376.0,2011-01-17,1.0,,1.0,3.0,1.0,1.0,0.0,2.0,0.18,0.1818,0.43,0.19399999999999998,0.0,2.0,2.0
377.0,2011-01-17,1.0,0.0,1.0,,1.0,1.0,0.0,2.0,0.18,,0.43,0.1343,1.0,2.0,3.0
378.0,2011-01-17,1.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,0.18,0.19699999999999998,0.43,,0.0,1.0,1.0
379.0,,1.0,0.0,1.0,6.0,1.0,1.0,0.0,2.0,0.18,0.1818,0.43,0.19399999999999998,0.0,5.0,5.0
380.0,2011-01-17,,0.0,1.0,7.0,1.0,1.0,0.0,2.0,0.16,0.1818,0.5,0.1343,4.0,9.0,13.0
381.0,2011-01-17,1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0
382.0,2011-01-17,1.0,0.0,1.0,9.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.47,0.2239,8.0,39.0,47.0
383.0,2011-01-17,,0.0,1.0,,1.0,1.0,0.0,2.0,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0
384.0,2011-01-17,,0.0,1.0,11.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.55,0.19399999999999998,9.0,55.0,64.0
385.0,2011-01-17,1.0,0.0,1.0,12.0,1.0,1.0,0.0,2.0,0.18,0.19699999999999998,0.47,0.1343,10.0,70.0,80.0
386.0,2011-01-17,1.0,0.0,1.0,13.0,1.0,1.0,0.0,2.0,0.18,0.19699999999999998,0.47,0.1343,13.0,80.0,93.0
387.0,2011-01-17,1.0,0.0,1.0,14.0,1.0,1.0,,2.0,0.18,0.2121,,0.1045,12.0,74.0,86.0
388.0,2011-01-17,1.0,0.0,1.0,15.0,1.0,1.0,0.0,2.0,,0.2121,0.47,0.1642,21.0,72.0,93.0
389.0,2011-01-17,1.0,0.0,,16.0,,1.0,0.0,2.0,0.2,,0.47,0.1642,6.0,76.0,82.0
390.0,2011-01-17,1.0,0.0,1.0,17.0,1.0,1.0,,1.0,0.2,0.19699999999999998,,0.19399999999999998,4.0,67.0,71.0
391.0,2011-01-17,1.0,0.0,1.0,18.0,1.0,1.0,0.0,,0.18,0.1667,0.55,0.2537,7.0,85.0,92.0
392.0,2011-01-17,,0.0,1.0,19.0,,1.0,,3.0,0.18,0.1818,0.59,0.19399999999999998,2.0,58.0,60.0
393.0,2011-01-17,1.0,,1.0,20.0,,1.0,0.0,,0.16,0.1515,0.8,0.19399999999999998,4.0,29.0,33.0
,2011-01-17,1.0,0.0,1.0,,1.0,1.0,0.0,3.0,0.16,0.1515,0.8,0.19399999999999998,3.0,24.0,27.0
395.0,2011-01-17,1.0,0.0,1.0,,1.0,1.0,0.0,3.0,0.14,0.1212,0.93,0.2537,0.0,13.0,13.0
,2011-01-17,1.0,0.0,1.0,23.0,1.0,,0.0,3.0,,0.1364,,0.2836,,3.0,4.0
397.0,2011-01-18,,0.0,1.0,12.0,0.0,2.0,1.0,2.0,0.2,0.1818,0.86,0.3284,0.0,3.0,3.0
,,,0.0,1.0,13.0,0.0,2.0,1.0,2.0,0.2,,0.86,0.2239,0.0,22.0,22.0
399.0,2011-01-18,1.0,0.0,1.0,14.0,0.0,2.0,1.0,2.0,0.22,0.2273,0.8,0.1642,,26.0,28.0
400.0,2011-01-18,1.0,0.0,,15.0,0.0,2.0,1.0,2.0,0.22,0.2273,0.87,0.1642,3.0,32.0,35.0
401.0,2011-01-18,1.0,0.0,1.0,16.0,0.0,2.0,1.0,2.0,,0.2273,0.87,0.19399999999999998,0.0,61.0,61.0
402.0,2011-01-18,1.0,,,17.0,0.0,2.0,1.0,2.0,0.22,0.2273,,0.19399999999999998,1.0,124.0,125.0
403.0,2011-01-18,1.0,0.0,,18.0,0.0,2.0,1.0,2.0,,0.2273,0.8,0.1642,1.0,132.0,133.0
404.0,,,0.0,1.0,19.0,0.0,2.0,1.0,,0.22,0.2273,0.8,0.1343,1.0,98.0,
405.0,2011-01-18,1.0,0.0,1.0,20.0,0.0,2.0,1.0,2.0,0.22,0.2727,0.87,0.0,0.0,83.0,83.0
406.0,2011-01-18,,0.0,1.0,21.0,0.0,2.0,1.0,2.0,0.22,0.2424,0.93,0.1045,0.0,41.0,41.0
407.0,,1.0,0.0,1.0,22.0,0.0,2.0,1.0,2.0,0.22,0.2576,0.93,0.0896,0.0,33.0,33.0
